Submission id,participant_id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Total rejections,Approval rate,age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
62963ac5adacb2c41b244834,5e5eb4843accc91e2443212f,APPROVED,2022-05-31T15:56:53.802000Z,2022-05-31T17:01:41.097000Z,2022-06-01T16:07:44.337000Z,,3888,RNFS5HP5,295,1,100,19,Female,White,Portugal,Portugal,Portugal,Portuguese,Yes,Unemployed (and job seeking)
62963ac5b0e553f120cfa022,5a86e1a4eea3d300016e7981,APPROVED,2022-05-31T15:56:57.231000Z,2022-05-31T16:42:06.091000Z,2022-06-01T16:07:44.425000Z,,2709,RNFS5HP5,1144,11,99,44,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
62963ac5e38bd7d3a749e6fc,5d069530ad18d40019bb768f,APPROVED,2022-05-31T15:56:53.345000Z,2022-05-31T16:33:12.557000Z,2022-06-01T16:07:44.592000Z,,2180,RNFS5HP5,327,3,99,29,Male,White,Greece,Greece,Greece,Greek,No,Due to start a new job within the next month
62963ac5eae079db6c9f520b,627e7906b82dabdbe672cdd1,APPROVED,2022-05-31T15:56:58.736000Z,2022-05-31T16:46:27.829000Z,2022-06-01T16:07:44.708000Z,,2970,RNFS5HP5,202,0,100,66,Male,White,Germany,Germany,Germany,German,No,DATA_EXPIRED
62963ac62c453a9479baf2d4,615fe53328089522ce2661ed,APPROVED,2022-05-31T15:56:54.679000Z,2022-05-31T16:40:24.029000Z,2022-06-01T16:07:44.868000Z,,2610,RNFS5HP5,146,0,100,24,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
62963ac6328cfd0111379e14,60f2c01eda767e48b6c2830a,APPROVED,2022-05-31T15:56:54.426000Z,2022-05-31T16:41:53.228000Z,2022-06-01T16:07:44.971000Z,,2699,RNFS5HP5,393,5,99,25,Male,White,Austria,Austria,Austria,German,No,Full-Time
62963ac6fba80c6dfa7bdc6e,5c845031d6a29e00162edf7d,APPROVED,2022-05-31T15:56:59.258000Z,2022-05-31T16:46:44.933000Z,2022-06-01T16:07:45.087000Z,,2986,RNFS5HP5,792,9,98,42,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
62963ac70bb9311948a0d318,5fe24ba323b19bdc9d2f2d18,APPROVED,2022-05-31T15:56:55.759000Z,2022-05-31T16:40:00.994000Z,2022-06-01T16:07:45.216000Z,,2586,RNFS5HP5,128,2,98,22,Male,White,Greece,Greece,Greece,Greek,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
62963ac7a79ad8504e09f62b,56de005e6893b5000ce95d71,APPROVED,2022-05-31T15:56:59.772000Z,2022-05-31T17:04:38.355000Z,2022-06-01T16:07:45.321000Z,,4059,RNFS5HP5,2174,29,98,47,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
62963d2443d68768688cff32,5db31089a1f8d3000c10a6c5,APPROVED,2022-05-31T16:07:03.472000Z,2022-05-31T16:55:07.564000Z,2022-06-01T16:07:45.476000Z,,2885,RNFS5HP5,1192,15,98,60,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
