subject,exp_num,complete,block,less_cues,score,cond
41,1.2,0,0,0,0.142857142857143,0.2
42,1.2,0,0,0,0.428571428571429,0.2
43,1.2,0,0,0,0.571428571428571,0.2
44,1.2,0,0,0,0.214285714285714,0.2
45,1.2,0,0,0,0.571428571428571,0.2
46,1.2,0,0,0,0.357142857142857,0.2
47,1.2,0,0,0,0.214285714285714,0.2
48,1.2,0,0,0,0.428571428571429,0.2
49,1.2,0,0,0,0.428571428571429,0.2
50,1.2,0,0,0,0.428571428571429,0.2
51,1.2,0,0,0,0.214285714285714,0.2
52,1.2,0,0,0,0.357142857142857,0.2
53,1.2,0,0,0,0.571428571428571,0.2
54,1.2,0,0,0,0.357142857142857,0.2
55,1.2,0,0,0,0.642857142857143,0.2
56,1.2,0,0,0,0.285714285714286,0.2
57,1.2,0,0,0,0.5,0.2
58,1.2,0,0,0,0.285714285714286,0.2
59,1.2,0,0,0,0.357142857142857,0.2
60,1.2,0,0,0,0.285714285714286,0.2
61,1.2,0,0,0,0.285714285714286,0.2
62,1.2,0,0,0,0.214285714285714,0.2
63,1.2,0,0,0,0.357142857142857,0.2
64,1.2,0,0,0,0.0714285714285714,0.2
65,1.2,0,0,0,0.642857142857143,0.2
66,1.2,0,0,0,0.214285714285714,0.2
67,1.2,0,0,0,0.428571428571429,0.2
68,1.2,0,0,0,0.214285714285714,0.2
69,1.2,0,0,0,0.214285714285714,0.2
70,1.2,0,0,0,0.357142857142857,0.2
71,1.2,0,0,0,0.571428571428571,0.2
72,1.2,0,0,0,0.214285714285714,0.2
73,1.2,0,0,0,0.285714285714286,0.2
74,1.2,0,0,0,0.142857142857143,0.2
75,1.2,0,0,0,0.714285714285714,0.2
76,1.2,0,0,0,0.428571428571429,0.2
77,1.2,0,0,0,0.0714285714285714,0.2
78,1.2,0,0,0,0.5,0.2
79,1.2,0,0,0,0.714285714285714,0.2
80,1.2,0,0,0,0.357142857142857,0.2
81,1.2,0,0,0,0.357142857142857,0.2
82,1.2,0,0,0,0.357142857142857,0.2
1,1.2,0,0,0,0.642857142857143,0.3
2,1.2,0,0,0,0.571428571428571,0.3
3,1.2,0,0,0,0.357142857142857,0.3
4,1.2,0,0,0,0.428571428571429,0.3
5,1.2,0,0,0,0.285714285714286,0.3
6,1.2,0,0,0,0.5,0.3
7,1.2,0,0,0,0.214285714285714,0.3
8,1.2,0,0,0,0.142857142857143,0.3
9,1.2,0,0,0,0.428571428571429,0.3
10,1.2,0,0,0,0.428571428571429,0.3
11,1.2,0,0,0,0.571428571428571,0.3
12,1.2,0,0,0,0.142857142857143,0.3
13,1.2,0,0,0,0,0.3
14,1.2,0,0,0,0.428571428571429,0.3
15,1.2,0,0,0,0.357142857142857,0.3
16,1.2,0,0,0,0.142857142857143,0.3
17,1.2,0,0,0,0.285714285714286,0.3
18,1.2,0,0,0,0.571428571428571,0.3
19,1.2,0,0,0,0.428571428571429,0.3
20,1.2,0,0,0,0.357142857142857,0.3
21,1.2,0,0,0,0.785714285714286,0.3
22,1.2,0,0,0,0.642857142857143,0.3
23,1.2,0,0,0,0.571428571428571,0.3
24,1.2,0,0,0,0.642857142857143,0.3
25,1.2,0,0,0,0.357142857142857,0.3
26,1.2,0,0,0,0.285714285714286,0.3
27,1.2,0,0,0,0.428571428571429,0.3
28,1.2,0,0,0,0.142857142857143,0.3
29,1.2,0,0,0,0.214285714285714,0.3
30,1.2,0,0,0,0.642857142857143,0.3
31,1.2,0,0,0,0.357142857142857,0.3
32,1.2,0,0,0,0.357142857142857,0.3
33,1.2,0,0,0,0.428571428571429,0.3
34,1.2,0,0,0,0.571428571428571,0.3
35,1.2,0,0,0,0.357142857142857,0.3
36,1.2,0,0,0,0.642857142857143,0.3
37,1.2,0,0,0,0.214285714285714,0.3
38,1.2,0,0,0,0.5,0.3
39,1.2,0,0,0,0.285714285714286,0.3
40,1.2,0,0,0,0.357142857142857,0.3
41,1.2,0,0,0,0.571428571428571,0.3
42,1.2,0,0,0,0.142857142857143,0.3
43,1.2,0,0,0,0.285714285714286,0.3
44,1.2,0,0,0,0.571428571428571,0.3
45,1.2,0,0,0,0.357142857142857,0.3
46,1.2,0,0,0,0,0.3
47,1.2,0,0,0,0.642857142857143,0.3
48,1.2,0,0,0,0.428571428571429,0.3
49,1.2,0,0,0,0.5,0.3
50,1.2,0,0,0,0.357142857142857,0.3
51,1.2,0,0,0,0.571428571428571,0.3
52,1.2,0,0,0,0.285714285714286,0.3
53,1.2,0,0,0,0.0714285714285714,0.3
54,1.2,0,0,0,0.142857142857143,0.3
55,1.2,0,0,0,0.571428571428571,0.3
56,1.2,0,0,0,0.642857142857143,0.3
57,1.2,0,0,0,0.285714285714286,0.3
58,1.2,0,0,0,0.571428571428571,0.3
59,1.2,0,0,0,0.571428571428571,0.3
60,1.2,0,0,0,0.5,0.3
61,1.2,0,0,0,0.428571428571429,0.3
62,1.2,0,0,0,0.5,0.3
63,1.2,0,0,0,0.571428571428571,0.3
64,1.2,0,0,0,0.285714285714286,0.3
65,1.2,0,0,0,0.285714285714286,0.3
66,1.2,0,0,0,0.571428571428571,0.3
67,1.2,0,0,0,0.857142857142857,0.3
68,1.2,0,0,0,0.285714285714286,0.3
69,1.2,0,0,0,0.5,0.3
70,1.2,0,0,0,0.357142857142857,0.3
71,1.2,0,0,0,0.0714285714285714,0.3
72,1.2,0,0,0,0.357142857142857,0.3
73,1.2,0,0,0,0.214285714285714,0.3
74,1.2,0,0,0,0.357142857142857,0.3
75,1.2,0,0,0,0.642857142857143,0.3
76,1.2,0,0,0,0.357142857142857,0.3
77,1.2,0,0,0,0.214285714285714,0.3
78,1.2,0,0,0,0.571428571428571,0.3
79,1.2,0,0,0,0.428571428571429,0.3
80,1.2,0,0,0,0.357142857142857,0.3
81,1.2,0,0,0,0.0714285714285714,0.3
82,1.2,0,0,0,0.714285714285714,0.3
1,1.2,0,0,0,0.0714285714285714,0.4
2,1.2,0,0,0,0.285714285714286,0.4
3,1.2,0,0,0,0.357142857142857,0.4
4,1.2,0,0,0,0.785714285714286,0.4
5,1.2,0,0,0,0.214285714285714,0.4
6,1.2,0,0,0,0.357142857142857,0.4
7,1.2,0,0,0,0.285714285714286,0.4
8,1.2,0,0,0,0.214285714285714,0.4
9,1.2,0,0,0,0.357142857142857,0.4
10,1.2,0,0,0,0.357142857142857,0.4
11,1.2,0,0,0,0.357142857142857,0.4
12,1.2,0,0,0,0.714285714285714,0.4
13,1.2,0,0,0,0.0714285714285714,0.4
14,1.2,0,0,0,0.142857142857143,0.4
15,1.2,0,0,0,0.428571428571429,0.4
16,1.2,0,0,0,0.357142857142857,0.4
17,1.2,0,0,0,0.714285714285714,0.4
18,1.2,0,0,0,0.5,0.4
19,1.2,0,0,0,0.285714285714286,0.4
20,1.2,0,0,0,0.428571428571429,0.4
21,1.2,0,0,0,0.285714285714286,0.4
22,1.2,0,0,0,0.285714285714286,0.4
23,1.2,0,0,0,0.214285714285714,0.4
24,1.2,0,0,0,0.428571428571429,0.4
25,1.2,0,0,0,0.428571428571429,0.4
26,1.2,0,0,0,0.571428571428571,0.4
27,1.2,0,0,0,0.285714285714286,0.4
28,1.2,0,0,0,0.428571428571429,0.4
29,1.2,0,0,0,0.428571428571429,0.4
30,1.2,0,0,0,0.5,0.4
31,1.2,0,0,0,0.285714285714286,0.4
32,1.2,0,0,0,0.214285714285714,0.4
33,1.2,0,0,0,0.0714285714285714,0.4
34,1.2,0,0,0,0.785714285714286,0.4
35,1.2,0,0,0,0.642857142857143,0.4
36,1.2,0,0,0,0.642857142857143,0.4
37,1.2,0,0,0,0.357142857142857,0.4
38,1.2,0,0,0,0.5,0.4
39,1.2,0,0,0,0.571428571428571,0.4
40,1.2,0,0,0,0.714285714285714,0.4
41,1.2,0,0,0,0.5,0.4
42,1.2,0,0,0,0.214285714285714,0.4
43,1.2,0,0,0,0.0714285714285714,0.4
44,1.2,0,0,0,0.428571428571429,0.4
45,1.2,0,0,0,0.142857142857143,0.4
46,1.2,0,0,0,0.357142857142857,0.4
47,1.2,0,0,0,0.214285714285714,0.4
48,1.2,0,0,0,0.214285714285714,0.4
49,1.2,0,0,0,0.428571428571429,0.4
50,1.2,0,0,0,0.0714285714285714,0.4
51,1.2,0,0,0,0.428571428571429,0.4
52,1.2,0,0,0,0.214285714285714,0.4
53,1.2,0,0,0,0.214285714285714,0.4
54,1.2,0,0,0,0.428571428571429,0.4
55,1.2,0,0,0,0.285714285714286,0.4
56,1.2,0,0,0,0.571428571428571,0.4
57,1.2,0,0,0,0.285714285714286,0.4
58,1.2,0,0,0,0.214285714285714,0.4
59,1.2,0,0,0,0.642857142857143,0.4
60,1.2,0,0,0,0.5,0.4
61,1.2,0,0,0,0.357142857142857,0.4
62,1.2,0,0,0,0.571428571428571,0.4
63,1.2,0,0,0,0.714285714285714,0.4
64,1.2,0,0,0,0.571428571428571,0.4
65,1.2,0,0,0,0.642857142857143,0.4
66,1.2,0,0,0,0.357142857142857,0.4
67,1.2,0,0,0,0.428571428571429,0.4
68,1.2,0,0,0,0.714285714285714,0.4
69,1.2,0,0,0,0.5,0.4
70,1.2,0,0,0,0.214285714285714,0.4
71,1.2,0,0,0,0.428571428571429,0.4
72,1.2,0,0,0,0.5,0.4
73,1.2,0,0,0,0.714285714285714,0.4
74,1.2,0,0,0,0.5,0.4
75,1.2,0,0,0,0.214285714285714,0.4
76,1.2,0,0,0,0.428571428571429,0.4
77,1.2,0,0,0,0.428571428571429,0.4
78,1.2,0,0,0,0.571428571428571,0.4
79,1.2,0,0,0,0.285714285714286,0.4
80,1.2,0,0,0,0,0.4
81,1.2,0,0,0,0.5,0.4
82,1.2,0,0,0,0.428571428571429,0.4
1,1.2,0,0,0,0.357142857142857,0.6
2,1.2,0,0,0,0.5,0.6
3,1.2,0,0,0,0.5,0.6
4,1.2,0,0,0,0.5,0.6
5,1.2,0,0,0,0.5,0.6
6,1.2,0,0,0,0.642857142857143,0.6
7,1.2,0,0,0,0.428571428571429,0.6
8,1.2,0,0,0,0.5,0.6
9,1.2,0,0,0,0.642857142857143,0.6
10,1.2,0,0,0,0.714285714285714,0.6
11,1.2,0,0,0,0.5,0.6
12,1.2,0,0,0,0.428571428571429,0.6
13,1.2,0,0,0,0.714285714285714,0.6
14,1.2,0,0,0,0.214285714285714,0.6
15,1.2,0,0,0,0.785714285714286,0.6
16,1.2,0,0,0,0.5,0.6
17,1.2,0,0,0,0.785714285714286,0.6
18,1.2,0,0,0,0.285714285714286,0.6
19,1.2,0,0,0,0.285714285714286,0.6
20,1.2,0,0,0,0.214285714285714,0.6
21,1.2,0,0,0,0.5,0.6
22,1.2,0,0,0,0.428571428571429,0.6
23,1.2,0,0,0,0.571428571428571,0.6
24,1.2,0,0,0,0.714285714285714,0.6
25,1.2,0,0,0,0.571428571428571,0.6
26,1.2,0,0,0,0.642857142857143,0.6
27,1.2,0,0,0,0.5,0.6
28,1.2,0,0,0,0.642857142857143,0.6
29,1.2,0,0,0,0.642857142857143,0.6
30,1.2,0,0,0,0.571428571428571,0.6
31,1.2,0,0,0,0.428571428571429,0.6
32,1.2,0,0,0,0.571428571428571,0.6
33,1.2,0,0,0,0.785714285714286,0.6
34,1.2,0,0,0,0.285714285714286,0.6
35,1.2,0,0,0,0.5,0.6
36,1.2,0,0,0,0.785714285714286,0.6
37,1.2,0,0,0,0.571428571428571,0.6
38,1.2,0,0,0,0.5,0.6
39,1.2,0,0,0,0.357142857142857,0.6
40,1.2,0,0,0,0.5,0.6
41,1.2,0,0,0,0.357142857142857,0.6
42,1.2,0,0,0,0.785714285714286,0.6
43,1.2,0,0,0,0.571428571428571,0.6
44,1.2,0,0,0,0.285714285714286,0.6
45,1.2,0,0,0,0.357142857142857,0.6
46,1.2,0,0,0,0.5,0.6
47,1.2,0,0,0,0.428571428571429,0.6
48,1.2,0,0,0,0.857142857142857,0.6
49,1.2,0,0,0,0.785714285714286,0.6
50,1.2,0,0,0,0.714285714285714,0.6
51,1.2,0,0,0,0.571428571428571,0.6
52,1.2,0,0,0,0.571428571428571,0.6
53,1.2,0,0,0,0.928571428571429,0.6
54,1.2,0,0,0,0.357142857142857,0.6
55,1.2,0,0,0,0.5,0.6
56,1.2,0,0,0,0.5,0.6
57,1.2,0,0,0,0.142857142857143,0.6
58,1.2,0,0,0,0.428571428571429,0.6
59,1.2,0,0,0,0,0.6
60,1.2,0,0,0,0.357142857142857,0.6
61,1.2,0,0,0,0.928571428571429,0.6
62,1.2,0,0,0,0.571428571428571,0.6
63,1.2,0,0,0,0.571428571428571,0.6
64,1.2,0,0,0,0.571428571428571,0.6
65,1.2,0,0,0,0.357142857142857,0.6
66,1.2,0,0,0,0.642857142857143,0.6
67,1.2,0,0,0,0.785714285714286,0.6
68,1.2,0,0,0,0.642857142857143,0.6
69,1.2,0,0,0,0.571428571428571,0.6
70,1.2,0,0,0,0.571428571428571,0.6
71,1.2,0,0,0,0.642857142857143,0.6
72,1.2,0,0,0,0.5,0.6
73,1.2,0,0,0,0.428571428571429,0.6
74,1.2,0,0,0,0.5,0.6
75,1.2,0,0,0,0.428571428571429,0.6
76,1.2,0,0,0,0.857142857142857,0.6
77,1.2,0,0,0,0.642857142857143,0.6
78,1.2,0,0,0,0,0.6
79,1.2,0,0,0,0.571428571428571,0.6
80,1.2,0,0,0,0.428571428571429,0.6
81,1.2,0,0,0,0.714285714285714,0.6
82,1.2,0,0,0,0.428571428571429,0.6
1,1.2,0,0,0,0.642857142857143,0.7
2,1.2,0,0,0,0.785714285714286,0.7
3,1.2,0,0,0,0.571428571428571,0.7
4,1.2,0,0,0,0.5,0.7
5,1.2,0,0,0,0.714285714285714,0.7
6,1.2,0,0,0,0.428571428571429,0.7
7,1.2,0,0,0,0.571428571428571,0.7
8,1.2,0,0,0,0.714285714285714,0.7
9,1.2,0,0,0,0.785714285714286,0.7
10,1.2,0,0,0,0.285714285714286,0.7
11,1.2,0,0,0,0.642857142857143,0.7
12,1.2,0,0,0,0.214285714285714,0.7
13,1.2,0,0,0,0.857142857142857,0.7
14,1.2,0,0,0,0.357142857142857,0.7
15,1.2,0,0,0,0.357142857142857,0.7
16,1.2,0,0,0,0.571428571428571,0.7
17,1.2,0,0,0,0.714285714285714,0.7
18,1.2,0,0,0,0.214285714285714,0.7
19,1.2,0,0,0,0.357142857142857,0.7
20,1.2,0,0,0,0.571428571428571,0.7
21,1.2,0,0,0,0.5,0.7
22,1.2,0,0,0,0.785714285714286,0.7
23,1.2,0,0,0,0.571428571428571,0.7
24,1.2,0,0,0,0.428571428571429,0.7
25,1.2,0,0,0,0.571428571428571,0.7
26,1.2,0,0,0,0.642857142857143,0.7
27,1.2,0,0,0,0.714285714285714,0.7
28,1.2,0,0,0,0.785714285714286,0.7
29,1.2,0,0,0,0.857142857142857,0.7
30,1.2,0,0,0,1,0.7
31,1.2,0,0,0,0.714285714285714,0.7
32,1.2,0,0,0,0.714285714285714,0.7
33,1.2,0,0,0,0.357142857142857,0.7
34,1.2,0,0,0,0.0714285714285714,0.7
35,1.2,0,0,0,0.785714285714286,0.7
36,1.2,0,0,0,0.714285714285714,0.7
37,1.2,0,0,0,0.785714285714286,0.7
38,1.2,0,0,0,0.428571428571429,0.7
39,1.2,0,0,0,0.928571428571429,0.7
40,1.2,0,0,0,0.714285714285714,0.7
41,1.2,0,0,0,0.714285714285714,0.7
42,1.2,0,0,0,0.357142857142857,0.7
43,1.2,0,0,0,0.714285714285714,0.7
44,1.2,0,0,0,0.571428571428571,0.7
45,1.2,0,0,0,0.928571428571429,0.7
46,1.2,0,0,0,0.785714285714286,0.7
47,1.2,0,0,0,0.571428571428571,0.7
48,1.2,0,0,0,0.214285714285714,0.7
49,1.2,0,0,0,0.642857142857143,0.7
50,1.2,0,0,0,0.642857142857143,0.7
51,1.2,0,0,0,0.428571428571429,0.7
52,1.2,0,0,0,0.714285714285714,0.7
53,1.2,0,0,0,0.428571428571429,0.7
54,1.2,0,0,0,0.785714285714286,0.7
55,1.2,0,0,0,0.5,0.7
56,1.2,0,0,0,0.357142857142857,0.7
57,1.2,0,0,0,0.714285714285714,0.7
58,1.2,0,0,0,0.714285714285714,0.7
59,1.2,0,0,0,0.785714285714286,0.7
60,1.2,0,0,0,0.785714285714286,0.7
61,1.2,0,0,0,0.357142857142857,0.7
62,1.2,0,0,0,0.428571428571429,0.7
63,1.2,0,0,0,0.642857142857143,0.7
64,1.2,0,0,0,0.714285714285714,0.7
65,1.2,0,0,0,0.357142857142857,0.7
66,1.2,0,0,0,0.785714285714286,0.7
67,1.2,0,0,0,1,0.7
68,1.2,0,0,0,0.428571428571429,0.7
69,1.2,0,0,0,0.857142857142857,0.7
70,1.2,0,0,0,0.785714285714286,0.7
71,1.2,0,0,0,0.5,0.7
72,1.2,0,0,0,0.714285714285714,0.7
73,1.2,0,0,0,0.571428571428571,0.7
74,1.2,0,0,0,0.785714285714286,0.7
75,1.2,0,0,0,0.5,0.7
76,1.2,0,0,0,0.285714285714286,0.7
77,1.2,0,0,0,0.5,0.7
78,1.2,0,0,0,0.714285714285714,0.7
79,1.2,0,0,0,0.714285714285714,0.7
80,1.2,0,0,0,0.571428571428571,0.7
81,1.2,0,0,0,0.571428571428571,0.7
82,1.2,0,0,0,0.857142857142857,0.7
1,1.2,0,0,0,0.857142857142857,0.8
2,1.2,0,0,0,0.928571428571429,0.8
3,1.2,0,0,0,0.571428571428571,0.8
4,1.2,0,0,0,0.285714285714286,0.8
5,1.2,0,0,0,0.785714285714286,0.8
6,1.2,0,0,0,0.642857142857143,0.8
7,1.2,0,0,0,0.642857142857143,0.8
8,1.2,0,0,0,0.928571428571429,0.8
9,1.2,0,0,0,0.214285714285714,0.8
10,1.2,0,0,0,0.5,0.8
11,1.2,0,0,0,0.857142857142857,0.8
12,1.2,0,0,0,0.571428571428571,0.8
13,1.2,0,0,0,0.714285714285714,0.8
14,1.2,0,0,0,0.928571428571429,0.8
15,1.2,0,0,0,0.285714285714286,0.8
16,1.2,0,0,0,1,0.8
17,1.2,0,0,0,0.714285714285714,0.8
18,1.2,0,0,0,0.285714285714286,0.8
19,1.2,0,0,0,0.857142857142857,0.8
20,1.2,0,0,0,0.714285714285714,0.8
21,1.2,0,0,0,0.928571428571429,0.8
22,1.2,0,0,0,0.642857142857143,0.8
23,1.2,0,0,0,0.785714285714286,0.8
24,1.2,0,0,0,0.785714285714286,0.8
25,1.2,0,0,0,0.785714285714286,0.8
26,1.2,0,0,0,0.857142857142857,0.8
27,1.2,0,0,0,0.785714285714286,0.8
28,1.2,0,0,0,0.571428571428571,0.8
29,1.2,0,0,0,0.714285714285714,0.8
30,1.2,0,0,0,0.714285714285714,0.8
31,1.2,0,0,0,0.428571428571429,0.8
32,1.2,0,0,0,0.785714285714286,0.8
33,1.2,0,0,0,0.785714285714286,0.8
34,1.2,0,0,0,0.857142857142857,0.8
35,1.2,0,0,0,0.785714285714286,0.8
36,1.2,0,0,0,0.357142857142857,0.8
37,1.2,0,0,0,0.857142857142857,0.8
38,1.2,0,0,0,0.571428571428571,0.8
39,1.2,0,0,0,0.571428571428571,0.8
40,1.2,0,0,0,0.785714285714286,0.8
41,1.2,0,0,0,0.857142857142857,0.8
42,1.2,0,0,0,0.857142857142857,0.8
43,1.2,0,0,0,0.857142857142857,0.8
44,1.2,0,0,0,0.642857142857143,0.8
45,1.2,0,0,0,0.857142857142857,0.8
46,1.2,0,0,0,0.785714285714286,0.8
47,1.2,0,0,0,0.571428571428571,0.8
48,1.2,0,0,0,0.857142857142857,0.8
49,1.2,0,0,0,0.571428571428571,0.8
50,1.2,0,0,0,0.5,0.8
51,1.2,0,0,0,0.214285714285714,0.8
52,1.2,0,0,0,0.5,0.8
53,1.2,0,0,0,0.785714285714286,0.8
54,1.2,0,0,0,0.857142857142857,0.8
55,1.2,0,0,0,0.857142857142857,0.8
56,1.2,0,0,0,0.785714285714286,0.8
57,1.2,0,0,0,0.928571428571429,0.8
58,1.2,0,0,0,0.857142857142857,0.8
59,1.2,0,0,0,0.642857142857143,0.8
60,1.2,0,0,0,0.928571428571429,0.8
61,1.2,0,0,0,0.642857142857143,0.8
62,1.2,0,0,0,0.785714285714286,0.8
63,1.2,0,0,0,0.857142857142857,0.8
64,1.2,0,0,0,0.785714285714286,0.8
65,1.2,0,0,0,0.428571428571429,0.8
66,1.2,0,0,0,0.5,0.8
67,1.2,0,0,0,0.357142857142857,0.8
68,1.2,0,0,0,0.142857142857143,0.8
69,1.2,0,0,0,1,0.8
70,1.2,0,0,0,0.714285714285714,0.8
71,1.2,0,0,0,0.714285714285714,0.8
72,1.2,0,0,0,0.928571428571429,0.8
73,1.2,0,0,0,0.857142857142857,0.8
74,1.2,0,0,0,1,0.8
75,1.2,0,0,0,0.785714285714286,0.8
76,1.2,0,0,0,0.785714285714286,0.8
77,1.2,0,0,0,0.642857142857143,0.8
78,1.2,0,0,0,0.714285714285714,0.8
79,1.2,0,0,0,0.642857142857143,0.8
80,1.2,0,0,0,0.785714285714286,0.8
81,1.2,0,0,0,0.857142857142857,0.8
82,1.2,0,0,0,0.428571428571429,0.8
1,1.2,0,0,0,0.857142857142857,0.9
2,1.2,0,0,0,0.857142857142857,0.9
3,1.2,0,0,0,0.857142857142857,0.9
4,1.2,0,0,0,0.785714285714286,0.9
5,1.2,0,0,0,0.928571428571429,0.9
6,1.2,0,0,0,0.928571428571429,0.9
7,1.2,0,0,0,0.928571428571429,0.9
8,1.2,0,0,0,0.928571428571429,0.9
9,1.2,0,0,0,0.928571428571429,0.9
10,1.2,0,0,0,0.857142857142857,0.9
11,1.2,0,0,0,1,0.9
12,1.2,0,0,0,0.571428571428571,0.9
13,1.2,0,0,0,0.785714285714286,0.9
14,1.2,0,0,0,0.857142857142857,0.9
15,1.2,0,0,0,0.357142857142857,0.9
16,1.2,0,0,0,0.571428571428571,0.9
17,1.2,0,0,0,0.928571428571429,0.9
18,1.2,0,0,0,0.642857142857143,0.9
19,1.2,0,0,0,0.928571428571429,0.9
20,1.2,0,0,0,0.857142857142857,0.9
