subject,exp_num,slope,modality
1,1,0.830714834172998,LE
2,1,0.907279004704845,LE
3,1,0.969437106182286,LE
4,1,0.759768507727229,LE
5,1,0.868897338153244,LE
6,1,0.835270224459713,LE
7,1,0.774108502335372,LE
8,1,0.162600088788931,LE
9,1,0.98155735496703,LE
10,1,0.341004845052273,LE
11,1,1.1445770432514,LE
12,1,0.600602080735845,LE
13,1,0.669704062527234,LE
14,1,0.97013717670711,LE
15,1,0.90529517202436,LE
16,1,1.27040763666404,LE
17,1,0.942831266299165,LE
18,1,0.888685379369606,LE
19,1,0.735182852458651,LE
20,1,1.01531560352734,LE
21,1,1.54069236380467,LE
22,1,0.745729534627394,LE
23,1,0.815557587865325,LE
24,1,0.811659159855714,LE
25,1,0.505014010084659,LE
26,1,0.942937812262668,LE
27,1,1.21386310480864,LE
28,1,1.10866159829139,LE
29,1,0.883884877586697,LE
30,1,0.923451769472593,LE
31,1,0.895420878210272,LE
32,1,1.00758743955279,LE
33,1,0.885296790430577,LE
34,1,0.937560055713727,LE
35,1,0.905537265900645,LE
36,1,0.919230016283923,LE
37,1,1.00795451849011,LE
38,1,0.624711389492071,LE
39,1,0.834111981527338,LE
40,1,0.873320040249831,LE
41,1,0.873172319545631,LE
42,1,0.988743577283453,LE
43,1,0.992897872703511,LE
44,1,0.839471760181892,LE
45,1,1.04131247285307,LE
46,1,1.18594436793649,LE
47,1,1.07558801231352,LE
48,1,0.639843978797378,LE
49,1,1.03030814914,LE
50,1,0.99209084290268,LE
51,1,1.02661173826739,LE
52,1,0.0227337254837082,LE
53,1,0.920892766228055,LE
54,1,0.640140490119426,LE
55,1,0.660772135175389,LE
56,1,1.43497779003422,LE
57,1,0.738041805912366,LE
58,1,0.827675917056097,LE
59,1,0.759730869917529,LE
60,1,0.890213320176923,LE
61,1,1.03546216396938,LE
62,1,0.809329346612165,LE
63,1,0.861919309589603,LE
64,1,1.14646697725337,LE
65,1,0.848238224168673,LE
66,1,0.30641216276505,LE
67,1,0.896066736339274,LE
68,1,0.989386817718086,LE
69,1,1.2780742374866,LE
70,1,0.735427253724278,LE
71,1,0.780584583693487,LE
72,1,0.813276422077446,LE
73,1,0.917025872341984,LE
74,1,0.642863140803754,LE
75,1,0.575851185421966,LE
76,1,1.14914017614917,LE
77,1,1.13533577794044,LE
78,1,0.882698701210118,LE
79,1,1.20927736532269,LE
80,1,1.02682128249827,LE
81,1,0.83832824249848,LE
82,1,0.957174790281636,LE
83,1,0.776995206891222,LE
1,1,0.600833941268051,ES
2,1,0.704426910376525,ES
3,1,0.083334426563629,ES
4,1,0.589444371984083,ES
5,1,0.100001303135581,ES
6,1,0.683333411453689,ES
7,1,0.116662325995627,ES
8,1,-0.0666507908583494,ES
9,1,0.608249944196988,ES
10,1,0.0837913863557433,ES
11,1,0.335701382821503,ES
12,1,0.033839633623837,ES
13,1,0.488573182860221,ES
14,1,0.300000035081848,ES
15,1,0.0507134092543581,ES
16,1,0.144392158369954,ES
17,1,0.842361350630457,ES
18,1,-0.06729974081158,ES
19,1,0.569367971654464,ES
20,1,0.633976468334695,ES
21,1,0.326638421041003,ES
22,1,0.466751661982615,ES
23,1,0.566913119669689,ES
24,1,0.41715435811539,ES
25,1,-0.0166669008873206,ES
26,1,0.616666770815201,ES
27,1,0.380755968056856,ES
28,1,1.28383478937502,ES
29,1,0.250006342703543,ES
30,1,0.633462592973518,ES
31,1,0.46706749486283,ES
32,1,0.206798443339773,ES
33,1,0.567207651008219,ES
34,1,0.886803851948028,ES
