subject,exp_num,slope,modality
1,1,0.340819134382368,ES
2,1,1.80608347378357e-08,ES
3,1,-0.0366495913006033,ES
4,1,0.57486451017904,ES
5,1,0.586319802911823,ES
6,1,0.328706326047405,ES
7,1,0.0804102728351649,ES
8,1,0.495384577860919,ES
9,1,0.51974243567509,ES
10,1,0.143245431682437,ES
11,1,0.330716863632832,ES
12,1,0.704270205491668,ES
13,1,0.66055459848011,ES
14,1,0.232170426214566,ES
15,1,0.49490542694412,ES
16,1,1.02758822725396,ES
17,1,1.80608347378357e-08,ES
18,1,0.00433835358925917,ES
19,1,1.80608347378357e-08,ES
20,1,0.261815612502528,ES
21,1,0.970576356772329,ES
22,1,0.772540365546492,ES
23,1,-0.0590370637397518,ES
24,1,0.239900887507635,ES
25,1,-0.750397398820662,ES
26,1,0.139309490732263,ES
27,1,0.396362866199087,ES
28,1,-0.0345061798927596,ES
29,1,0.547869070950768,ES
30,1,-0.0255995836798455,ES
31,1,0.0626903440945432,ES
32,1,0.169062783737771,ES
33,1,0.357321163992767,ES
34,1,-0.0249839179185356,ES
35,1,0.0431104101092845,ES
36,1,0.0252532339082194,ES
37,1,0.480383453946993,ES
38,1,0.0635551418374755,ES
39,1,0.714759820271197,ES
40,1,0.650416171422531,ES
41,1,1.80608347378357e-08,ES
42,1,0.0329791863066554,ES
43,1,1.80608347378357e-08,ES
44,1,0.403025924231601,ES
45,1,1.80608347378357e-08,ES
46,1,0.809847873186613,ES
47,1,0.128300705014342,ES
48,1,0.355027846170677,ES
49,1,-0.109700901019415,ES
50,1,1.80608347378357e-08,ES
51,1,0.244117872987151,ES
52,1,0.162301410680361,ES
53,1,-0.00576338260226673,ES
54,1,0.402252357820586,ES
55,1,-0.0701266979242517,ES
56,1,0.474012681076454,ES
57,1,0.401212129293345,ES
58,1,0.476742370495823,ES
59,1,-0.0227829673044573,ES
60,1,0.0169694113691955,ES
61,1,0.425251393810677,ES
62,1,0.267949913927297,ES
63,1,0.611098349437875,ES
64,1,0.253790268778302,ES
65,1,0.383946416819963,ES
66,1,0.154623104235631,ES
67,1,0.0617802487135562,ES
68,1,0.0939072630248908,ES
69,1,-0.0160148006831174,ES
70,1,0.0270628872635422,ES
71,1,0.935980775622956,ES
1,1,0.405945810264333,EE
2,1,0.250950725071635,EE
